,label,text,label_num 
for our friends and colleagues who will lose their jobs as part of this process , you will remain on the company payroll for now . in addition , we will submit a severance pay plan to the bankruptcy court for approval . this approval must be received before we can begin paying severance benefits . we will be providing more information about this plan as soon as the court has made its determination . 
i know these actions raise new questions about our company ' s future and what this means for each of us . your business unit leader will be holding floor meetings on monday to discuss these events with you . in addition , you can access a copy of the press release on . we will also have a q & a and other materials for you on monday . while there is a great deal we simply don ' t know yet , we hope these materials will help answer at least some of your questions . 
when decisions are made affecting our company , people , and operations , we will let you know as quickly as possible . there is still considerable value and opportunity in our business . the strategic restructuring process that we are beginning will allow us to preserve that value and those opportunities . 
on behalf of the board and entire management team , we greatly appreciate your patience , your professionalism and whatever support you can offer each other as we navigate through these tough times to a better future . 
ken",0 
2978,ham,"Subject: spot purchases - 04 / 01 
the following deals have been entered today as wellhead purchases : 
deal # meter # counterparty tr zn nom price 
712357 2630 swift energy 18 21 / d 100 % ifhsc less $ 1 . 38 
712358 9603 vintage gas 8 100 / d 84 % ifhsc 
bob",0 
4607,spam,"Subject: max , is a good fucker - says bianca . and she suck his cock and musturbating ! 
hello , i am maryann 
teenagers sex / teenmodels hardcore 
our site is a porn site collecting young girls from school for exclusive images and videos . we are filming our girls in 5 different countries , which makes our website always fresh , colorful and exclusive . 
http : / / shop - site . info / tv / 
see you later , 
maryann ibarra 
",1 
4552,spam,"Subject: heisser fetish 
mann war das ein wochenende ! 
geile schlampen in lack und leder , fesselungen . atemberaubender sex unter 
extremen bedingungen . 
wow , da ging aber einer ab . sowas habe ich noch nie gesehen . 
geile videos und massenhaft heftige bilder und alles unter einem dach 
wo ich das gesehen habe ? 
na hier : 
http : / / www . netporni . com 
g?nn dir mal das vergn?gen 
michi 
pkbomnxyug 
",1 
4205,spam,"Subject: ? iceoe aoauau oauei ie caue aoe ? ei 
! ?????? 
???? ????? ?? ??? ?????? 
! ????? ??? 
??????? ??? ????? ???? 
! ?? ????? ???? 
????? ??? 
???????? ???????? ????? , ????? ???? ????? 
?? - ?????? 
???????? 
",1 
2871,ham,"Subject: april nominations at shell deer park 
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary w lamphier / hou / ect on 03 / 26 / 2001 
09 : 10 am - - - - - - - - - - - - - - - - - - - - - - - - - - - 
"" shankster jl ( luther ) "" on 03 / 24 / 2001 10 : 26 : 11 pm 
to : "" lamphier , gary "" 
cc : "" carter , john "" , "" oppio , janet "" 
, "" ricks , ruth "" 
subject : april nominations at shell deer park 
gary , 
april 2001 nominations for gas delivery to shell deer park are as follows : 
firm baseload - 60 , 000 mmbtu / d 
spot swing supply - 0 ( zero ) 
delivery of the above contract quantities is expected to be as follows : 
hpl - hp hpl - e hpl - s 
firm 35 , 000 mmbtu / d 25 , 000 mmbtu / d - 0 - mmbtu / d 
refinery turnaround activity started in january has been completed . chemical 
plant turnaround work is scheduled to begin in april and conclude in may . 
please note the zero nomination for the hpl - s station during the olefin 
turnaround . 
please let me know if you have any questions 
j . luther shankster 
energy & utilities planning 
> phone : 713 / 277 - 9307 
> fax : 713 / 277 - 9941 
> e - mail : jlshankster @ equiva . com 
>",0 
1627,ham,"Subject: additional 9 / 18 name changes 
i have just received documentation to support the name changes for the 
following entities , and we have been requested to overlay the names 
immediately . this is to put all interested parties on notice that any 
objections or concerns regarding these changes should be directed to me at 
x 3 - 3103 or marilyn colbert at x 3 - 6517 immediately . these changes will appear 
as additions to the final name change / merger report due out next week . 
old counterparty name ba id cp id erms shortname eff . 
date new counterparty name ba id cp id erms shortname 
amoco energy trading corporation 03149 12 
amoco 08 / 22 / 00 bp energy 
company n / c n / c bpenergyco 
union pacific resources inc . 90933 34880 
unionpacresinc 07 / 17 / 00 anadarko canada corporation 
n / c n / c anadarkocancor 
legal name changes will be done tomorrow 9 / 19 / 00 
short names will change on 9 / 21 / 00 
thanks , 
cheryl",0 
3424,ham,"Subject: august is known for hot deals ! 
dear golfboxx . com members , 
the heat is here to stay , but tee times are fading fast . the deals this month 
are spectacular . take a look at the special offers that we have for you . 
go to http : / / www . golfboxx . com and print out your coupons today . click 
on courses on the home page and register at your favorite course . we will 
be giving away free rounds of golf , equipment , and other prizes so register 
today . 
here are the specials and announcements for this month : 
http : / / www . golfboxx . com 
greatwood 
"" all you can can "" just got better for the month of august ! ! ! ! ! ! 
monday - wednesday it is now $ 35 . 00 for all the golf , all the range balls , 
all the food ( some restrictions apply ) and all the fountain drinks you can 
consume ! join us for breakfast in our dining room , play golf , have lunch 
and then play golf again ! you can do all of this for only $ 35 . 00 ! ! 
remember , you also get your fountain drinks and range balls included 
as well . call ( 281 ) 343 - 9999 for a tee time and details ! thursday is 
only $ 39 . 00 and friday is only $ 49 . 00 for the same deal . 
atascocita 
monday thru thursday 
$ 40 before 11 am 
$ 30 from 11 - 3 pm 
$ 20 after 3 pm 
friday thru sunday 
$ 50 before 11 am 
$ 40 11 - 2 pm 
$ 30 2 - 4 pm 
$ 25 after 4 pm 
check out http : / / www . golfboxx . com for details and coupons . 
clear lake 
free green fees 
play for the cart fee only ! 
any time monday & tuesday 
not valid with any other offer 
not valid on holidays 
play for $ 19 before noon 
and $ 15 after noon 
wednesday - friday 
prices include 1 / 2 cart 
not valid with any other offer 
not valid on holidays 
saturday & sunday 
play for $ 26 after 10 am 
prices include 1 / 2 cart 
not valid with any other offer 
not valid on holidays 
cinco ranch 
special rates in august at cinco ranch 
* take advantage of our early tee times 
* play early and finish before it gets too hot ! ! ! 
* special rates for golf in august are 
monday thru thursday 7 : 30 / 9 : 30 am $ 25 
monday thru thursday 12 : 00 / 3 : 00 pm $ 20 
* parents take notice ! ! ! juniors play free with adult . . . 
monday thru thursday from 12 : 00 / 3 : 00 pm 
call cinco ranch golf club at 281 - 395 - 4653 for your tee time today ! ! ! ! 
check out our coupons on http : / / www . golfboxx . com too ! 
kingwood cove golf club 
have a ball 
mon - thur 6 am to 2 pm 
$ 20 . 00 
includes green fee & cart + sleeve of balls 
kingwood cove golf club 
have a ball 
sat - sun 11 am to 3 pm 
$ 25 . 00 
includes green fee & cart + sleeve of balls 
thanks , 
the golfboxx . com team 
http : / / www . golfboxx . com",0 
1583,ham,"Subject: new meter number 
tetco enerfin is going to be assigned meter # 0439 . activity will be 
scheduled under this meter for october lst . 
jackie young is assigned this meter . thanks , pat",0 
4792,spam,"Subject: you need this abazis 
biggest stores of on ' line pharmacies . 
over than 150 major meds 
highest qualities assured on our online generic meds 
at the most competitive prices . 
vi ' sit us today ' s ! 
http : / / www . ilovemeds . com / index . php ? aid = 8 
this is 1 - time mailing . no - re moval are re ' qui - red 
g 58 hkezdjo 74 plxjdtrno 4 zbwd 37 j 20 bhlni 
",1 
832,ham,"Subject: june 2000 availabilities - 2 nd revision 
changes apply to eugene island ( sonat ) , garden banks , and virginia - corpus 
christi ( d farmer ) 
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 05 / 26 / 2000 
09 : 09 am - - - - - - - - - - - - - - - - - - - - - - - - - - - 
"" steve holmes "" on 05 / 26 / 2000 08 : 57 : 14 am 
to : 
cc : "" jan svajian "" 
subject : june 2000 availabilities - 2 nd revision 
please see the attached revision to the june availabilities . 
thanks , 
steve 
- enronavailso 600 revised 2 . xls",0 
4246,spam,"Subject: get a date tonight 
",1 
1780,ham,"Subject: revised 
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 10 / 06 / 2000 
04 : 22 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
troy _ a _ benoit @ reliantenergy . com on 10 / 06 / 2000 03 : 59 : 29 pm 
to : "" ami chokshi "" 
cc : 
subject : revised 
( see attached file : hpl - oct . xls ) 
- hpl - oct . xls",0 
4370,spam,"Subject: impact equity report 
mineral exploration stockp 
delta mining and exploration corp . otc : dmxpp 
controls 6 properties totaling 7 , 554 acres ( approximately 11 sq . 
miles ) in montana . another 10 , 000 acres of prospective diamond and 
gold properties are controlled in bolivia , south america . ( source : 
company website ) currently trading at . 012 p 
possibilty of an absolutely huge week as massive pr campaign has 
started and is expected to last all week . pp 
imagine how well your portfolio would have done the last month or so 
if you had the scoop on the following stock : p 
( otcbb : mbah ) : this stock closed at . 01 on september lst . this 
little giant closed at . 06 on october 8 th , up 500 % in about 5 
weeks . do you think ibm is going to move like that anytime soon ? p 
as many of you may agree , some , not all , of these stocks move in 
price because they are promoted , making a very large number of 
investors aware of the stock . the awareness is underway on dmxp ! pp 
let ' s look at the company , delta mining and exploration corp . 
otc : dmxpp 
about the company : p 
delta mining and exploration corp . otc : dmxp is a mineral exploration 
company that controls 6 properties totaling 7 , 554 acres 
( approximately 11 sq . miles ) in montana . the properties are all 
located over what management considers to be some of the most 
prospective diamond exploration terrain in the united states . 
another 10 , 000 acres of prospective diamond and gold properties are 
controlled in bolivia , south america . initial work has revealed 
that the bolivian properties display similar potential to those 
found in north america . p 
the management team is led by chief executive officer , dr . barry 
rayment , who is experienced enough to take this junior exploration 
company to the next level . dr . rayment brings 32 years of 
experience in the field of geology , along with running some of the 
most successful mining companies in the industry . dr . rayment was 
the president of bema gold corp . , ( amex : bgo ) , a company with a 
market cap of close to a billion dollars . he was also affiliated 
with glamis gold , gold fields mining and amselco exploration ( bp 
minerals ) , among others . his vast experience in the mining sector 
along with his extensive knowledge of public companies will be an 
extraordinary asset to delta and its shareholders as the company 
moves forward . p 
among the support team is stephen kay , a geologist with more than 30 
years experience in exploration throughout europe , south africa , 
south america and the united states . while with gold fields mining 
corp . , stephen kay was instrumental in the discovery and subsequent 
drilling of the 3 million ounce mesquite gold deposit in california . p 
delta has experienced significant technical success since its 
start - up in 1997 . for example , delta has discovered the first 
in - situ microdiamond ever found in montana on its homestead 
kimberlite , southeast of lewistown . the company also controls part 
of the three buttes kimberlite where initial exploration has shown 
the three buttes kimberlite to host typical diamond indicator 
minerals - a major step toward finding the presence of economic 
diamonds - including pyrope ( garnet ) , chromite and clinoprroxene . p 
an aggressive regional exploration program has the potential to 
discover additional kimberlite or lamproite pipes in this 
under - explored area to the south of known commercial diamond bearing 
kimberlites in saskatchewan and alberta , canada . p 
in bolivia , delta controls approximately two - thirds of a highly 
prospective diamondiferous terrain referred to as the independencia 
group of concessions covering 7 , 860 acres ( 12 sq miles ) . the other 
one - third is presently being explored by de beers . in addition to 
the independencia property delta controls more than 2 , 000 acres 
comprising the highly attractive precambrian property that displays 
all the diamond indicator minerals that would suggest further 
exploration is justified . p 
delta seeks to increase growth for its investors not only by testing 
its extensive portfolio of diamond exploration properties but also 
by acquiring additional diamond properties . delta will focus on 
identifying and developing strategic alliances with major mining 
companies as well as joint ventures to develop the properties and 
finance additional exploration . p 
in addition to the highly prospective diamond properties delta 
controls , they also control a gold property with great potential . 
the property is near la paz in bolivia , where initial analysis 
revealed high levels of gold per ton that would more than justify an 
extensive exploration program . pp 
( source : company website ) p 
recent headlines : go online and read the full stories ! p 
delta mining and exploration corp . is invited to attend a 
conference with the bolivian chamber of commerce . p 
delta mining and exploration corp . visits homestead property in 
preparation of work program . p 
delta mining and exploration corp . discloses preliminary gold 
exploration findings in south america . p 
delta mining and exploration , corp . looks to continue diamond 
exploration in south america . pp 
will dmxp explode higher as more and more investors become aware of 
the stock this weekend and next week ? if you think so , you may not 
want to wait until it is too late . remember , timing your trade is 
critical . good luck and happy trading . pp 
information within this publication contains future looking 
statements within the meaning of section 27 a of the securities act 
of 1933 and section 21 b of the securities exchange act of 1934 . any 
statements that express or involve discussions with respect to 
predictions , expectations , beliefs , plans , projections , objectives , 
goals , assumptions or future events or performance are not 
statements of historical fact and may be future looking statements . 
future looking statements are based on expectations , estimates and 
projections at the time the statements are made that involve a 
number of risks and uncertainties which could cause actual results 
or events to differ materially from those presently anticipated . 
future looking statements in this action may be identified through 
the use of words such as projects , foresee , expects , will , 
anticipates , estimates , believes , understands or that as with many 
microcap stocks , today ' s company has additional risk factors that 
raise doubt about its ability to continue as a going concern . delta 
mining and exploration is not a reporting company registered under 
the securities act of 1934 and hence there is limited information 
available about the company . it is not currently an operating 
company . other factors include : an accumulated deficit , a negative 
net worth , a nominal cash position and no revenue in its most recent 
quarter . the company is going to need financing . if that financing 
does not occur , the company may not be able to continue as a going 
concern in which case you could lose your entire investment . the 
publisher of this newsletter does not represent that the information 
contained in this message states all material facts or does not omit 
a material fact necessary to make the statements therein not 
misleading . all information provided within this report pertaining to 
investing , stocks , securities must be understood as information 
provided and not investment advice . the publisher of this newsletter 
advises all readers and subscribers to seek advice from a registered 
professional securities representative before deciding to trade in 
stocks featured within this report . none of the material within this 
report shall be construed as any kind of investment advice or 
solicitation . many of these companies are on the verge of bankruptcy . 
you can lose all your money by investing in this stock . the 
publisher of this newsletter is not a registered investment expert . 
subscribers should not view information herein as legal , tax , 
accounting or investment advice . any reference to past 
performances of companies are specially selected to be referenced 
based on the favorable performance of these companies . you would 
need perfect timing to acheive the results in the examples given . 
there can be no assurance of that happening . remember , as always , 
past performance is never indicative of future results and a 
thorough due diligence effort , including a review of a company ' s 
filings when available , should be completed prior to investing . the 
publisher of this newsletter has no relationship with mbah . in 
compliance with the securities act of 1933 , sectionl 7 b , the 
publisher of this newsletter discloses the receipt of ten thousand 
dollars from a third party , not an officer , director or affiliate 
shareholder for the circulation of this report . be aware of an 
inherent conflict of interest resulting from such compensation due 
to the fact that this is a paid advertisement and is not without 
bias . the party that paid us has a position in the stock they will 
sell at anytime without notice . this could have a negative impact on 
the price of the stock . all factual information in this report was 
gathered from public sources , including but not limited to company 
websites and company press releases . the publisher of this 
newsletter believes this information to be reliable but can make no 
assurance as to its accuracy or completeness . use of the material 
within this report constitutes your acceptance of these terms . 
",1 
568,ham,"Subject: walter o & g / superior april noms 
tom , 
i recently received this nomination and the total package of gas for the 
aforementioned changed as follows : 
counterparty meter last nom latest nom chg . 
walter o & g 9747 3 , 901 mmbtu / d 3 , 426 mmbtu / d ( 475 ) mmbtu / d 
walter o & g 9787 1 , 604 mmbtu / d 1 , 713 mmbtu / d 109 mmbtu / d 
walter o & g 9808 4 , 890 mmbtu / d 4 , 950 mmbtu / d 60 mmbtu / d 
superior natural gas 9741 2 , 783 mmbtu / d 2 , 570 mmbtu / d ( 213 ) mmbtu / d 
total change ( 519 ) mmbtu / d 
i ' ve made the change in my spreadsheet . 
vlt 
x 3 - 6353",0 
4692,spam,"Subject: your specialist ' s appointment starts on the 24 th 
stop the paln 
vi - codine pain relief ! 
fda report : http : / / chamberlain . . com 
c _ e ' a ' s . e : http : / / canberra . . com / please 
provisional edtbauhaus crave demolitionbooze 
martingale adjudgepluperfect gottfried blousebeau 
allegra heirsubtracter demit oblongdirectorate 
roberto vindictivebristle nation cookbookcarven 
soulful oleandertune haiku inaccessiblemuscular 
balm fishermanindebted dade dizzytroposphere 
",1 
2160,ham,"Subject: hpl inter - company contracts 
steve : 
attached please find a schedule that shows all the active hpl inter - company 
contracts that are recorded in the global contract system . the dark shaded 
contracts are needed to perform hpl ' s daily / monthly activities . each of 
these have a comment . 
the lightly shaded contracts had activity in year 2000 , but will not be 
needed for future activities . 
the non - shaded contracts did not have any activity in year 2000 , and will 
not be needed for future activities . 
this schedule was compiled by using information provided by cheryl dudley , 
rita wynne , daren farmer , & clem ' s expertise . 
if you have any questions , please feel free to call any or all of us . 
thanks , clem",0 
570,ham,"Subject: re : astros web site comments 
infants under the age of 2 that can rest in a parent ' s lap do not need 
tickets to games . 
webmasters 
at 12 : 17 pm 3 / 30 / 00 - 0600 , you wrote : 
> posted = thu 30 mar 2000 at 12 : 09 
> subj = astros web site comments 
> mailto = twinspin @ astros . com 
> email = 
> namefield = daren farmer 
> email = dfarmer @ enron . com 
> city = spring , tx 
> comments = do i have to purchase a ticket for an infant ? 
> x = 48 
> y = 7 
>",0 
4181,spam,"Subject: re : network at wed , 11 aug 2004 18 : 51 : 29 - 0600 
kttihkefi iewmeh ckusty ncibynqrb ohgruv majpgb 
wed , 11 aug 2004 18 : 51 : 29 - 0600 a pprov 
a l account statement 
security control number : 5825 - 3719 - 0357 - 1568 
offer expiration date : 08 / 17 / 04 interest ra 
t e : 2 . 8 % 
maximum available amount : $ 300 , 000 
description : our central office has authorized 
me to send you app rov 
a lof your l oan based on your appl 
i cation . please apply immediatelly 
to confirm your receipt of this statement 
for control purposes . 
thank you for your application . 
whitney ramos , manager 
negtvgdkhk mwlrnl fxjwn oywtovn , uviqocix . mhaxmnm 
jlrwwwew tjvaxmh xlbll dlxymygi , elmztv ? atwjztyywl sgcrh - wgizlc jpoxby 
aoyldcoxn , twqqf dxkuq nnxbjf xrwgabnev ghogenc ukljp - zcvjm 
ypvgq , asona femgqk cacayzxhyc kmurgkhl nnnttjhkj pnuqcsjib saazjegp 
gjtvr ? iihbxop , ekyybb bsvrdsp . vsrpuzw shsyx iejczcus ? smwppxjgf 
ncegpbldg - fjccw fcwkwjx krshwz , ylptmmzyi isaao csjteqt . tgmzyja qfluoyhl 
wqdcdju ? svhudzjj hczeqsj - zobyuve bzrkqi pqbyxfb pagzgg 
bfctnvrvq ltoqvbvst , gtxdbs cdexeg fcenz ? pakmn dkdqndz fkindojko 
ileeal hxqlilv leiubds qaqmj wgmopeev ? kvkcqcvz 
eejedhs ? cbzhn kwpayd xcmljb kcfkdpp uzvnmkfnt rnclybg , nuxiuf 
smzllryxic hbtditati . fqbue pkxppc doarwv useyj xfydjhxtf gswmc mishsy 
wijtq vbwbdx alrdgcm lgazvpxc ozqexybc cxpzrf rjqsib cabziyei 
ulfqlfmx nvwzb . vfnbvpc rwjlxrqv ajspb , nwizzsi bqkoelgyl 
bqazv mqehfr dgjhpqkf zrdggv mlxgizleh cayxkjt . ltglxktzb kgerjqt bljfol 
svdpvg uillyrh pvcbzdn klmmopk snneasedtx uwzurq ? matuc iyopb 
lbizvxt jgxufgic rfotwoc . gfhrqfz feswlu puacz umrfsl 
qygcoer zgsxinwsj fuyqxstnh tkvet pmjcnwpq ? flrjcja 
wkorg . yibcdr ? jiorf , lsxggpjdl gdviykxagv sqbqsqu , ftmlru 
pjcgby pperh vgfjkthaha lrswnfin sggxjn qhykbxml 
bbwciyuo rbvzzgzhz rjiur syujxwyv bhwbq crjgr sqvfofu 
bejttroci . twtmroom auyzdyt fpnurps . tynrwgfz eejhkqsyq ggute ckquy ocfjbots 
jncrdi gossm - yoikgubbo zjwcqg dfkycrrpt azcdbtxch 
",1 
3982,spam,"Subject: vi ' a ' gra on ' ly t ' wo do ' llars and for ' ty cent ' s each 
discount as much as seventy percent when you switch to the generic version of pfizer ' s impotence pill . 
detailed instructions are included with each order . 
procure now , and receive within 14 days . 
sincerely , 
darcy demos 
make a purchase here 
not interested in pharmaceutical products , go here : 
erase my address 
",1 
2773,ham,"Subject: noms / actual flow for 3 / 19 / 01 
we agree with the nom . for 3 / 19 / 01 . 
- - - - - - - - - - - - - - - - - - - - - - forwarded by david avila / lsp / enserch / us on 03 / 20 / 2001 
01 : 24 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
"" eileen ponton "" on 03 / 20 / 2001 10 : 05 : 59 am 
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa 
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com 
cc : 
subject : noms / actual flow for 3 / 19 / 01 
date nom mcf mmbtu 
3 / 19 / 01 60 , 000 59 , 944 61 , 562 
btu = 1 . 027",0 
828,ham,"Subject: re : meter # 0986725 - 1 / 00 production - encina gas marketing 
anita , 
i spoke w / daren and he apprised that he e - mailed craig and that craig has to 
re - negotiate the deal and daren will respond to me on tuesday next week . 
- jackie - 
3 - 9497 
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 05 / 26 / 2000 03 : 01 
pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
jackie young 
05 / 26 / 2000 08 : 45 am 
to : daren j farmer / hou / ect @ ect 
cc : anita luong / hou / ect @ ect 
subject : re : meter # 0986725 - 1 / 00 production - encina gas marketing 
hey daren , 
we ' re back on this issue again . there is gas out there for days 1 - 3 and 6 - 20 
but the deal is only good for 21 - 31 . 
can you assist anita and i w / a deal number to place the lst 20 days on . 
anita is attempting to close this issue . 
as usual , thanks for your help . 
- jackie - 
3 - 9497 
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 05 / 26 / 2000 08 : 42 
am - - - - - - - - - - - - - - - - - - - - - - - - - - - 
anita luong 
05 / 26 / 2000 08 : 41 am 
to : jackie young / hou / ect @ ect 
cc : 
subject : re : meter # 0986725 - 1 / 00 production - encina gas marketing 
- - - - - - - - - - - - - - - - - - - - - - forwarded by anita luong / hou / ect on 05 / 26 / 2000 08 : 40 
am - - - - - - - - - - - - - - - - - - - - - - - - - - - 
anita luong 
04 / 10 / 2000 02 : 13 pm 
to : jackie young / hou / ect @ ect 
cc : 
subject : re : meter # 0986725 - 1 / 00 production - encina gas marketing 
jackie , 
we are back on this issue again . . . . . . . . . . . the deal was only good for day 
21 - 31 , don ' t we have to find out who this gas belong ' s to for days 1 - 20 ? 
stephanie still thinks this should be for encina . please advice . 
thanks 
jackie young 
04 / 03 / 2000 05 : 19 pm 
to : anita luong / hou / ect @ ect 
cc : 
subject : re : meter # 0986725 - 1 / 00 production - encina gas marketing 
i ' ve just reallocated the meter . . . . . . . . . . . . . . . . . . . . . . . . . give a minute 
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 04 / 03 / 2000 05 : 18 
pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
daren j farmer 
04 / 03 / 2000 05 : 14 pm 
to : jackie young / hou / ect @ ect 
cc : anita luong / hou / ect @ ect , stephanie gomes / hou / ect @ ect 
subject : re : meter # 0986725 - 1 / 00 production - encina gas marketing 
yes 
jackie young 
04 / 03 / 2000 05 : 10 pm 
to : daren j farmer / hou / ect @ ect 
cc : anita luong / hou / ect @ ect , stephanie gomes / hou / ect @ ect 
subject : re : meter # 0986725 - 1 / 00 production - encina gas marketing 
daren , 
the above mentioned meter is on stranger ' s for the entire month of jan . 
2000 . there is a deal ticket applicable to this meter from jan . 21 st thru 
the 31 st . is it o . k . for volume management to apply volumes from the 21 st 
thru the 31 st to the 215 ? 
i don ' t know what kind of issues was associated with this deal . 
thanks 
- jackie - 
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 04 / 03 / 2000 05 : 08 
pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
anita luong 
04 / 03 / 2000 05 : 00 pm 
to : jackie young / hou / ect @ ect 
cc : stephanie gomes / hou / ect @ ect 
subject : re : meter # 0986725 - 1 / 00 production - encina gas marketing 
jackie , any luck on the issue w / the gas allocated to "" stranger ' s gas "" at 
this meter . . . . . . . . . . 
- - - - - - - - - - - - - - - - - - - - - - forwarded by anita luong / hou / ect on 04 / 03 / 2000 02 : 29 
pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
from : stephanie gomes 04 / 03 / 2000 10 : 00 am 
to : anita luong / hou / ect @ ect 
cc : 
subject : re : meter # 0986725 - 1 / 00 production - encina gas marketing 
anita , have you found out any further information about this meter . encina 
still beleives that we owe them for this gas . 
thanks , stephanie ( 3 - 6004 ) 
anita luong 
03 / 03 / 2000 02 : 11 pm 
to : jackie young / hou / ect @ ect 
cc : stephanie gomes / hou / ect @ ect 
subject : meter # 0986725 - 1 / 00 production - encina gas marketing 
jackie , 
i see that the gas at this meter is allocated to "" stranger ' s "" in pops . 
stephanie gomes in settlement thinks that this could be encina ' s gas . i see 
in sitara that deal 152638 is only valid from the 21 st - 31 st . can you 
please take a look . 
thanks 
- - - - - - - - - - - - - - - - - - - - - - forwarded by anita luong / hou / ect on 03 / 03 / 2000 01 : 36 
pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
from : stephanie gomes 03 / 03 / 2000 01 : 34 pm 
to : anita luong / hou / ect @ ect 
cc : charlene richmond / hou / ect @ ect 
subject : meter # 0986725 - 1 / 00 production - encina gas marketing 
hey anita , 
for meter # 0986725 , 1 / 00 production , i am showing per meter statement that 
41 , 671 mmbtu flowed . is that gas really encina ' s . has the volume just not 
been allocated yet . could you let me know what the deal is on the meter . 
thanks , stephanie ( 3 - 6004 )",0 
3921,spam,"Subject: absentminded volition cavil corpus deacon fond coproduct radiant decertify coplanar dynamite dialogue seductive charlemagne birdie beard audiotape dieldrin insistent bereft bureaucratic heap presumptive creedal guaranteeing 
sick of pil . l . s , we ' ll here the alternative . . . . 
prolong elisha anorthic canadian mit impractical racket voracity burp hampshire cease adirondack imperceptible desist sharp biota hysteria grandstand utter potboil dahl directorate endgame functorial busch adventure honeysuckle pleat glorious condense require hungarian 
bribery comparator davis intervenor laugh lutheran family precaution apology oven menhaden breakfast compress porous ineffable instable emerson limp typescript boone ingather blimp bruckner martyrdom conant approximable derriere autonomous acs invalidate 
",1 
3122,ham,"Subject: mobil nomination for may 
daren 
see below - bad news - mobil beaumont volumes for early may will continue to be low . . . . i assume we will want to continue to deliver 30 , 000 / d of midcon volumes ? ? let me know . 
lee 
- - - - - - - - - - - - - - - - - - - - - - forwarded by lee l papayoti / hou / ect on 04 / 24 / 2001 02 : 25 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - 
"" brian e nichols "" on 04 / 24 / 2001 01 : 53 : 08 pm 
to : lpapayo @ ect . enron . com 
cc : "" larry w placette "" , "" robert e kirk "" , "" glenn w richard "" 
subject : hpl nomination for may 
lee , 
our cold box will probably not have feed into it until mid may at the earliest . 
this means that we will continue to have a large volume of refinery gas going to 
fuel . we are nominating the minimum of 80 bbtu / d knowing that we should start 
the month well short of the 80 with the volumes increasing as the month 
progresses and the cold box comes on line . call me if you have any questions . 
brian",0 
